event,date,fight,actual_winner,method,mma_guru_pick,mma_guru_correct,mma_joey_pick,mma_joey_correct
UFC Fight Night: Whittaker vs. Gastelum,2021-04-17,Andrei Arlovski vs Chase Sherman,Andrei Arlovski,DEC,—,,—,
UFC Fight Night: Whittaker vs. Gastelum,2021-04-17,Jacob Malkoun vs Abdul Razak Alhassan,Jacob Malkoun,DEC,—,,—,
UFC Fight Night: Whittaker vs. Gastelum,2021-04-17,Tracy Cortez vs Justine Kish,Tracy Cortez,DEC,—,,—,
UFC Fight Night: Whittaker vs. Gastelum,2021-04-17,Luis Pena vs Alexander Munoz,Luis Pena,DEC,—,,—,
UFC Fight Night: Whittaker vs. Gastelum,2021-04-17,Alexandr Romanov vs Juan Espino,Alexandr Romanov,DEC,—,,—,
UFC Fight Night: Whittaker vs. Gastelum,2021-04-17,Jessica Penne vs Loopy Godinez,Jessica Penne,DEC,—,,—,
UFC Fight Night: Whittaker vs. Gastelum,2021-04-17,Gerald Meerschaert vs Bartosz Fabinski,Gerald Meerschaert,SUB,—,,—,
UFC Fight Night: Whittaker vs. Gastelum,2021-04-17,Austin Hubbard vs Dakota Bush,Austin Hubbard,DEC,—,,—,
UFC Fight Night: Whittaker vs. Gastelum,2021-04-17,Tony Gravely vs Anthony Birchak,Tony Gravely,KO/TKO,—,,—,
UFC Fight Night: Vettori vs. Holland,2021-04-10,Marvin Vettori vs Kevin Holland,Marvin Vettori,DEC,—,,—,
UFC Fight Night: Vettori vs. Holland,2021-04-10,Arnold Allen vs Sodiq Yusuff,Arnold Allen,DEC,—,,—,
UFC Fight Night: Vettori vs. Holland,2021-04-10,Julian Marquez vs Sam Alvey,Julian Marquez,SUB,—,,—,
UFC Fight Night: Vettori vs. Holland,2021-04-10,Mackenzie Dern vs Nina Nunes,Mackenzie Dern,SUB,—,,—,
UFC Fight Night: Vettori vs. Holland,2021-04-10,Daniel Rodriguez vs Mike Perry,Daniel Rodriguez,DEC,—,,—,
UFC Fight Night: Vettori vs. Holland,2021-04-10,Joe Solecki vs Jim Miller,Joe Solecki,DEC,—,,—,
UFC Fight Night: Vettori vs. Holland,2021-04-10,Mateusz Gamrot vs Scott Holtzman,Mateusz Gamrot,KO/TKO,—,,—,
UFC Fight Night: Vettori vs. Holland,2021-04-10,John Makdessi vs Ignacio Bahamondes,John Makdessi,DEC,—,,—,
UFC Fight Night: Vettori vs. Holland,2021-04-10,Jarjis Danho vs Yorgan De Castro,Jarjis Danho,KO/TKO,—,,—,
UFC Fight Night: Vettori vs. Holland,2021-04-10,Jack Shore vs Hunter Azure,Jack Shore,DEC,—,,—,
UFC Fight Night: Vettori vs. Holland,2021-04-10,Luis Saldana vs Jordan Griffin,Luis Saldana,DEC,—,,—,
UFC Fight Night: Vettori vs. Holland,2021-04-10,Da Woon Jung vs William Knight,Da Woon Jung,DEC,—,,—,
UFC Fight Night: Vettori vs. Holland,2021-04-10,Impa Kasanganay vs Sasha Palatnikov,Impa Kasanganay,SUB,—,,—,
UFC 260: Miocic vs. Ngannou,2021-03-27,Francis Ngannou vs Stipe Miocic,Francis Ngannou,KO/TKO,—,,—,
UFC 260: Miocic vs. Ngannou,2021-03-27,Vicente Luque vs Tyron Woodley,Vicente Luque,SUB,—,,—,
UFC 260: Miocic vs. Ngannou,2021-03-27,Sean O'Malley vs Thomas Almeida,Sean O'Malley,KO/TKO,—,,—,
UFC 260: Miocic vs. Ngannou,2021-03-27,Miranda Maverick vs Gillian Robertson,Miranda Maverick,DEC,—,,—,
UFC 260: Miocic vs. Ngannou,2021-03-27,Jamie Mullarkey vs Khama Worthy,Jamie Mullarkey,KO/TKO,—,,—,
UFC 260: Miocic vs. Ngannou,2021-03-27,Alonzo Menifield vs Fabio Cherant,Alonzo Menifield,SUB,—,,—,
UFC 260: Miocic vs. Ngannou,2021-03-27,Abubakar Nurmagomedov vs Jared Gooden,Abubakar Nurmagomedov,DEC,—,,—,
UFC 260: Miocic vs. Ngannou,2021-03-27,Michal Oleksiejczuk vs Modestas Bukauskas,Michal Oleksiejczuk,DEC,—,,—,
UFC 260: Miocic vs. Ngannou,2021-03-27,Omar Morales vs Shane Young,Omar Morales,DEC,—,,—,
UFC 260: Miocic vs. Ngannou,2021-03-27,Marc-Andre Barriault vs Abu Azaitar,Marc-Andre Barriault,KO/TKO,—,,—,
UFC Fight Night: Brunson vs. Holland,2021-03-20,Derek Brunson vs Kevin Holland,Derek Brunson,DEC,—,,—,
UFC Fight Night: Brunson vs. Holland,2021-03-20,Max Griffin vs Song Kenan,Max Griffin,KO/TKO,—,,—,
UFC Fight Night: Brunson vs. Holland,2021-03-20,Montserrat Conejo Ruiz vs Cheyanne Vlismas,Montserrat Conejo Ruiz,DEC,—,,—,
UFC Fight Night: Brunson vs. Holland,2021-03-20,Adrian Yanez vs Gustavo Lopez,Adrian Yanez,KO/TKO,—,,—,
UFC Fight Night: Brunson vs. Holland,2021-03-20,Tai Tuivasa vs Harry Hunsucker,Tai Tuivasa,KO/TKO,—,,—,
UFC Fight Night: Brunson vs. Holland,2021-03-20,Macy Chiasson vs Marion Reneau,Macy Chiasson,DEC,—,,—,
UFC Fight Night: Brunson vs. Holland,2021-03-20,Grant Dawson vs Leonardo Santos,Grant Dawson,KO/TKO,—,,—,
UFC Fight Night: Brunson vs. Holland,2021-03-20,Trevin Giles vs Roman Dolidze,Trevin Giles,DEC,—,,—,
UFC Fight Night: Brunson vs. Holland,2021-03-20,Montel Jackson vs Jesse Strader,Montel Jackson,KO/TKO,—,,—,
UFC Fight Night: Brunson vs. Holland,2021-03-20,Bruno Silva vs JP Buys,Bruno Silva,KO/TKO,—,,—,
UFC Fight Night: Edwards vs. Muhammad,2021-03-13,Leon Edwards vs Belal Muhammad,,NC,—,,—,
UFC Fight Night: Edwards vs. Muhammad,2021-03-13,Ryan Spann vs Misha Cirkunov,Ryan Spann,KO/TKO,—,,—,
UFC Fight Night: Edwards vs. Muhammad,2021-03-13,Dan Ige vs Gavin Tucker,Dan Ige,KO/TKO,—,,—,
UFC Fight Night: Edwards vs. Muhammad,2021-03-13,Davey Grant vs Jonathan Martinez,Davey Grant,KO/TKO,—,,—,
UFC Fight Night: Edwards vs. Muhammad,2021-03-13,Matheus Nicolau vs Manel Kape,Matheus Nicolau,DEC,—,,—,
UFC Fight Night: Edwards vs. Muhammad,2021-03-13,Eryk Anders vs Darren Stewart,,NC,—,,—,
UFC Fight Night: Edwards vs. Muhammad,2021-03-13,Angela Hill vs Ashley Yoder,Angela Hill,DEC,—,,—,
UFC Fight Night: Edwards vs. Muhammad,2021-03-13,Charles Jourdain vs Marcelo Rojo,Charles Jourdain,KO/TKO,—,,—,
UFC Fight Night: Edwards vs. Muhammad,2021-03-13,Rani Yahya vs Ray Rodriguez,Rani Yahya,SUB,—,,—,
UFC Fight Night: Edwards vs. Muhammad,2021-03-13,Nasrat Haqparast vs Rafa Garcia,Nasrat Haqparast,DEC,—,,—,
UFC Fight Night: Edwards vs. Muhammad,2021-03-13,JJ Aldrich vs Cortney Casey,JJ Aldrich,DEC,—,,—,
UFC Fight Night: Edwards vs. Muhammad,2021-03-13,Jinh Yu Frey vs Gloria de Paula,Jinh Yu Frey,DEC,—,,—,
UFC Fight Night: Edwards vs. Muhammad,2021-03-13,Matthew Semelsberger vs Jason Witt,Matthew Semelsberger,KO/TKO,—,,—,
UFC 259: Blachowicz vs. Adesanya,2021-03-06,Jan Blachowicz vs Israel Adesanya,Jan Blachowicz,DEC,—,,—,
UFC 259: Blachowicz vs. Adesanya,2021-03-06,Amanda Nunes vs Megan Anderson,Amanda Nunes,SUB,—,,—,
UFC 259: Blachowicz vs. Adesanya,2021-03-06,Aljamain Sterling vs Petr Yan,Aljamain Sterling,DQ,—,,—,
UFC 259: Blachowicz vs. Adesanya,2021-03-06,Islam Makhachev vs Drew Dober,Islam Makhachev,SUB,—,,—,
UFC 259: Blachowicz vs. Adesanya,2021-03-06,Aleksandar Rakic vs Thiago Santos,Aleksandar Rakic,DEC,—,,—,
UFC 259: Blachowicz vs. Adesanya,2021-03-06,Dominick Cruz vs Casey Kenney,Dominick Cruz,DEC,—,,—,
UFC 259: Blachowicz vs. Adesanya,2021-03-06,Kyler Phillips vs Song Yadong,Kyler Phillips,DEC,—,,—,
UFC 259: Blachowicz vs. Adesanya,2021-03-06,Askar Askarov vs Joseph Benavidez,Askar Askarov,DEC,—,,—,
UFC 259: Blachowicz vs. Adesanya,2021-03-06,Kai Kara-France vs Rogerio Bontorin,Kai Kara-France,KO/TKO,—,,—,
UFC 259: Blachowicz vs. Adesanya,2021-03-06,Tim Elliott vs Jordan Espinosa,Tim Elliott,DEC,—,,—,
UFC 259: Blachowicz vs. Adesanya,2021-03-06,Kennedy Nzechukwu vs Carlos Ulberg,Kennedy Nzechukwu,KO/TKO,—,,—,
UFC 259: Blachowicz vs. Adesanya,2021-03-06,Sean Brady vs Jake Matthews,Sean Brady,SUB,—,,—,
UFC 259: Blachowicz vs. Adesanya,2021-03-06,Amanda Lemos vs Livinha Souza,Amanda Lemos,KO/TKO,—,,—,
UFC 259: Blachowicz vs. Adesanya,2021-03-06,Uros Medic vs Aalon Cruz,Uros Medic,KO/TKO,—,,—,
UFC 259: Blachowicz vs. Adesanya,2021-03-06,Trevin Jones vs Mario Bautista,Trevin Jones,KO/TKO,—,,—,
UFC Fight Night: Rozenstruik vs. Gane,2021-02-27,Ciryl Gane vs Jairzinho Rozenstruik,Ciryl Gane,DEC,—,,—,
UFC Fight Night: Rozenstruik vs. Gane,2021-02-27,Magomed Ankalaev vs Nikita Krylov,Magomed Ankalaev,DEC,—,,—,
UFC Fight Night: Rozenstruik vs. Gane,2021-02-27,Montana De La Rosa vs Mayra Bueno Silva,,DEC,—,,—,
UFC Fight Night: Rozenstruik vs. Gane,2021-02-27,Pedro Munhoz vs Jimmie Rivera,Pedro Munhoz,DEC,—,,—,
UFC Fight Night: Rozenstruik vs. Gane,2021-02-27,Alex Caceres vs Kevin Croom,Alex Caceres,DEC,—,,—,
UFC Fight Night: Rozenstruik vs. Gane,2021-02-27,Thiago Moises vs Alexander Hernandez,Thiago Moises,DEC,—,,—,
UFC Fight Night: Rozenstruik vs. Gane,2021-02-27,Alexis Davis vs Sabina Mazo,Alexis Davis,DEC,—,,—,
UFC Fight Night: Rozenstruik vs. Gane,2021-02-27,Ronnie Lawrence vs Vince Cachero,Ronnie Lawrence,KO/TKO,—,,—,
UFC Fight Night: Rozenstruik vs. Gane,2021-02-27,Dustin Jacoby vs Maxim Grishin,Dustin Jacoby,DEC,—,,—,
UFC Fight Night: Blaydes vs. Lewis,2021-02-20,Derrick Lewis vs Curtis Blaydes,Derrick Lewis,KO/TKO,—,,—,
UFC Fight Night: Blaydes vs. Lewis,2021-02-20,Yana Santos vs Ketlen Vieira,Yana Santos,DEC,—,,—,
UFC Fight Night: Blaydes vs. Lewis,2021-02-20,Darrick Minner vs Charles Rosa,Darrick Minner,DEC,—,,—,
UFC Fight Night: Blaydes vs. Lewis,2021-02-20,Chris Daukaus vs Aleksei Oleinik,Chris Daukaus,KO/TKO,—,,—,
UFC Fight Night: Blaydes vs. Lewis,2021-02-20,Phil Hawes vs Nassourdine Imavov,Phil Hawes,DEC,—,,—,
UFC Fight Night: Blaydes vs. Lewis,2021-02-20,Tom Aspinall vs Andrei Arlovski,Tom Aspinall,SUB,—,,—,
UFC Fight Night: Blaydes vs. Lewis,2021-02-20,Jared Gordon vs Danny Chavez,Jared Gordon,DEC,—,,—,
UFC Fight Night: Blaydes vs. Lewis,2021-02-20,John Castaneda vs Eddie Wineland,John Castaneda,KO/TKO,—,,—,
UFC Fight Night: Blaydes vs. Lewis,2021-02-20,Julian Erosa vs Nate Landwehr,Julian Erosa,KO/TKO,—,,—,
UFC Fight Night: Blaydes vs. Lewis,2021-02-20,Casey O'Neill vs Shana Dobson,Casey O'Neill,KO/TKO,—,,—,
UFC Fight Night: Blaydes vs. Lewis,2021-02-20,Aiemann Zahabi vs Drako Rodriguez,Aiemann Zahabi,KO/TKO,—,,—,
UFC Fight Night: Blaydes vs. Lewis,2021-02-20,Serghei Spivac vs Jared Vanderaa,Serghei Spivac,KO/TKO,—,,—,
UFC 258: Usman vs. Burns,2021-02-13,Kamaru Usman vs Gilbert Burns,Kamaru Usman,KO/TKO,—,,—,
UFC 258: Usman vs. Burns,2021-02-13,Alexa Grasso vs Maycee Barber,Alexa Grasso,DEC,—,,—,
UFC 258: Usman vs. Burns,2021-02-13,Kelvin Gastelum vs Ian Heinisch,Kelvin Gastelum,DEC,—,,—,
UFC 258: Usman vs. Burns,2021-02-13,Ricky Simon vs Brian Kelleher,Ricky Simon,DEC,—,,—,
UFC 258: Usman vs. Burns,2021-02-13,Julian Marquez vs Maki Pitolo,Julian Marquez,SUB,—,,—,
UFC 258: Usman vs. Burns,2021-02-13,Anthony Hernandez vs Rodolfo Vieira,Anthony Hernandez,SUB,—,,—,
UFC 258: Usman vs. Burns,2021-02-13,Belal Muhammad vs Dhiego Lima,Belal Muhammad,DEC,—,,—,
UFC 258: Usman vs. Burns,2021-02-13,Polyana Viana vs Mallory Martin,Polyana Viana,SUB,—,,—,
UFC 258: Usman vs. Burns,2021-02-13,Chris Gutierrez vs Andre Ewell,Chris Gutierrez,DEC,—,,—,
UFC 258: Usman vs. Burns,2021-02-13,Gabe Green vs Phil Rowe,Gabe Green,DEC,—,,—,
UFC Fight Night: Overeem vs. Volkov,2021-02-06,Alexander Volkov vs Alistair Overeem,Alexander Volkov,KO/TKO,—,,—,
UFC Fight Night: Overeem vs. Volkov,2021-02-06,Cory Sandhagen vs Frankie Edgar,Cory Sandhagen,KO/TKO,—,,—,
UFC Fight Night: Overeem vs. Volkov,2021-02-06,Clay Guida vs Michael Johnson,Clay Guida,DEC,—,,—,
UFC Fight Night: Overeem vs. Volkov,2021-02-06,Alexandre Pantoja vs Manel Kape,Alexandre Pantoja,DEC,—,,—,
UFC Fight Night: Overeem vs. Volkov,2021-02-06,Beneil Dariush vs Diego Ferreira,Beneil Dariush,DEC,—,,—,
UFC Fight Night: Overeem vs. Volkov,2021-02-06,Danilo Marques vs Mike Rodriguez,Danilo Marques,SUB,—,,—,
UFC Fight Night: Overeem vs. Volkov,2021-02-06,Devonte Smith vs Justin Jaynes,Devonte Smith,KO/TKO,—,,—,
UFC Fight Night: Overeem vs. Volkov,2021-02-06,Karol Rosa vs Joselyne Edwards,Karol Rosa,DEC,—,,—,
UFC Fight Night: Overeem vs. Volkov,2021-02-06,Lara Procopio vs Molly McCann,Lara Procopio,DEC,—,,—,
UFC Fight Night: Overeem vs. Volkov,2021-02-06,SeungWoo Choi vs Youssef Zalal,SeungWoo Choi,DEC,—,,—,
UFC Fight Night: Overeem vs. Volkov,2021-02-06,Timur Valiev vs Martin Day,Timur Valiev,DEC,—,,—,
UFC Fight Night: Overeem vs. Volkov,2021-02-06,Ode Osbourne vs Jerome Rivera,Ode Osbourne,KO/TKO,—,,—,
UFC 257: Poirier vs. McGregor,2021-01-23,Dustin Poirier vs Conor McGregor,Dustin Poirier,KO/TKO,—,,—,
UFC 257: Poirier vs. McGregor,2021-01-23,Michael Chandler vs Dan Hooker,Michael Chandler,KO/TKO,—,,—,
UFC 257: Poirier vs. McGregor,2021-01-23,Joanne Wood vs Jessica Eye,Joanne Wood,DEC,—,,—,
UFC 257: Poirier vs. McGregor,2021-01-23,Makhmud Muradov vs Andrew Sanchez,Makhmud Muradov,KO/TKO,—,,—,
UFC 257: Poirier vs. McGregor,2021-01-23,Marina Rodriguez vs Amanda Ribas,Marina Rodriguez,KO/TKO,—,,—,
UFC 257: Poirier vs. McGregor,2021-01-23,Arman Tsarukyan vs Matt Frevola,Arman Tsarukyan,DEC,—,,—,
UFC 257: Poirier vs. McGregor,2021-01-23,Brad Tavares vs Antonio Carlos Junior,Brad Tavares,DEC,—,,—,
UFC 257: Poirier vs. McGregor,2021-01-23,Julianna Pena vs Sara McMann,Julianna Pena,SUB,—,,—,
UFC 257: Poirier vs. McGregor,2021-01-23,Marcin Prachnio vs Khalil Rountree Jr.,Marcin Prachnio,DEC,—,,—,
UFC 257: Poirier vs. McGregor,2021-01-23,Movsar Evloev vs Nik Lentz,Movsar Evloev,DEC,—,,—,
UFC 257: Poirier vs. McGregor,2021-01-23,Amir Albazi vs Zhalgas Zhumagulov,Amir Albazi,DEC,—,,—,
UFC Fight Night: Chiesa vs. Magny,2021-01-20,Michael Chiesa vs Neil Magny,Michael Chiesa,DEC,—,,—,
UFC Fight Night: Chiesa vs. Magny,2021-01-20,Warlley Alves vs Mounir Lazzez,Warlley Alves,KO/TKO,—,,—,
UFC Fight Night: Chiesa vs. Magny,2021-01-20,Ike Villanueva vs Vinicius Moreira,Ike Villanueva,KO/TKO,—,,—,
UFC Fight Night: Chiesa vs. Magny,2021-01-20,Viviane Araujo vs Roxanne Modafferi,Viviane Araujo,DEC,—,,—,
UFC Fight Night: Chiesa vs. Magny,2021-01-20,Matt Schnell vs Tyson Nam,Matt Schnell,DEC,—,,—,
UFC Fight Night: Chiesa vs. Magny,2021-01-20,Lerone Murphy vs Douglas Silva de Andrade,Lerone Murphy,DEC,—,,—,
UFC Fight Night: Chiesa vs. Magny,2021-01-20,Omari Akhmedov vs Tom Breese,Omari Akhmedov,SUB,—,,—,
UFC Fight Night: Chiesa vs. Magny,2021-01-20,Ricky Simon vs Gaetano Pirrello,Ricky Simon,SUB,—,,—,
UFC Fight Night: Chiesa vs. Magny,2021-01-20,Sumudaerji vs Zarrukh Adashev,Sumudaerji,DEC,—,,—,
UFC Fight Night: Chiesa vs. Magny,2021-01-20,Dalcha Lungiambula vs Markus Perez,Dalcha Lungiambula,DEC,—,,—,
UFC Fight Night: Chiesa vs. Magny,2021-01-20,Francisco Figueiredo vs Jerome Rivera,Francisco Figueiredo,DEC,—,,—,
UFC Fight Night: Chiesa vs. Magny,2021-01-20,Mike Davis vs Mason Jones,Mike Davis,DEC,—,,—,
UFC Fight Night: Chiesa vs. Magny,2021-01-20,Umar Nurmagomedov vs Sergey Morozov,Umar Nurmagomedov,SUB,—,,—,
UFC Fight Night: Chiesa vs. Magny,2021-01-20,Manon Fiorot vs Victoria Leonardo,Manon Fiorot,KO/TKO,—,,—,
UFC Fight Night: Holloway vs. Kattar,2021-01-16,Max Holloway vs Calvin Kattar,Max Holloway,DEC,—,,—,
UFC Fight Night: Holloway vs. Kattar,2021-01-16,Carlos Condit vs Matt Brown,Carlos Condit,DEC,—,,—,
UFC Fight Night: Holloway vs. Kattar,2021-01-16,Li Jingliang vs Santiago Ponzinibbio,Li Jingliang,KO/TKO,—,,—,
UFC Fight Night: Holloway vs. Kattar,2021-01-16,Alessio Di Chirico vs Joaquin Buckley,Alessio Di Chirico,KO/TKO,—,,—,
UFC Fight Night: Holloway vs. Kattar,2021-01-16,Punahele Soriano vs Dusko Todorovic,Punahele Soriano,KO/TKO,—,,—,
UFC Fight Night: Holloway vs. Kattar,2021-01-16,Joselyne Edwards vs Wu Yanan,Joselyne Edwards,DEC,—,,—,
UFC Fight Night: Holloway vs. Kattar,2021-01-16,Carlos Felipe vs Justin Tafa,Carlos Felipe,DEC,—,,—,
UFC Fight Night: Holloway vs. Kattar,2021-01-16,Ramazan Emeev vs David Zawada,Ramazan Emeev,DEC,—,,—,
UFC Fight Night: Holloway vs. Kattar,2021-01-16,Vanessa Melo vs Sarah Moras,Vanessa Melo,DEC,—,,—,
UFC Fight Night: Holloway vs. Kattar,2021-01-16,Austin Lingo vs Jacob Kilburn,Austin Lingo,DEC,—,,—,
UFC Fight Night: Thompson vs. Neal,2020-12-19,Stephen Thompson vs Geoff Neal,Stephen Thompson,DEC,—,,—,
UFC Fight Night: Thompson vs. Neal,2020-12-19,Jose Aldo vs Marlon Vera,Jose Aldo,DEC,—,,—,
UFC Fight Night: Thompson vs. Neal,2020-12-19,Michel Pereira vs Khaos Williams,Michel Pereira,DEC,—,,—,
UFC Fight Night: Thompson vs. Neal,2020-12-19,Rob Font vs Marlon Moraes,Rob Font,KO/TKO,—,,—,
UFC Fight Night: Thompson vs. Neal,2020-12-19,Marcin Tybura vs Greg Hardy,Marcin Tybura,KO/TKO,—,,—,
UFC Fight Night: Thompson vs. Neal,2020-12-19,Anthony Pettis vs Alex Morono,Anthony Pettis,DEC,—,,—,
UFC Fight Night: Thompson vs. Neal,2020-12-19,Pannie Kianzad vs Sijara Eubanks,Pannie Kianzad,DEC,—,,—,
UFC Fight Night: Thompson vs. Neal,2020-12-19,Deron Winn vs Antonio Arroyo,Deron Winn,DEC,—,,—,
UFC Fight Night: Thompson vs. Neal,2020-12-19,Taila Santos vs Gillian Robertson,Taila Santos,DEC,—,,—,
UFC Fight Night: Thompson vs. Neal,2020-12-19,Tafon Nchukwi vs Jamie Pickett,Tafon Nchukwi,DEC,—,,—,
UFC Fight Night: Thompson vs. Neal,2020-12-19,Jimmy Flick vs Cody Durden,Jimmy Flick,SUB,—,,—,
UFC Fight Night: Thompson vs. Neal,2020-12-19,Christos Giagos vs Carlton Minus,Christos Giagos,DEC,—,,—,
UFC 256: Figueiredo vs. Moreno,2020-12-12,Deiveson Figueiredo vs Brandon Moreno,,DEC,—,,—,
UFC 256: Figueiredo vs. Moreno,2020-12-12,Charles Oliveira vs Tony Ferguson,Charles Oliveira,DEC,—,,—,
UFC 256: Figueiredo vs. Moreno,2020-12-12,Mackenzie Dern vs Virna Jandiroba,Mackenzie Dern,DEC,—,,—,
UFC 256: Figueiredo vs. Moreno,2020-12-12,Kevin Holland vs Jacare Souza,Kevin Holland,KO/TKO,—,,—,
UFC 256: Figueiredo vs. Moreno,2020-12-12,Ciryl Gane vs Junior Dos Santos,Ciryl Gane,KO/TKO,—,,—,
UFC 256: Figueiredo vs. Moreno,2020-12-12,Cub Swanson vs Daniel Pineda,Cub Swanson,KO/TKO,—,,—,
UFC 256: Figueiredo vs. Moreno,2020-12-12,Rafael Fiziev vs Renato Moicano,Rafael Fiziev,KO/TKO,—,,—,
UFC 256: Figueiredo vs. Moreno,2020-12-12,Gavin Tucker vs Billy Quarantillo,Gavin Tucker,DEC,—,,—,
UFC 256: Figueiredo vs. Moreno,2020-12-12,Tecia Pennington vs Sam Hughes,Tecia Pennington,KO/TKO,—,,—,
UFC 256: Figueiredo vs. Moreno,2020-12-12,Chase Hooper vs Peter Barrett,Chase Hooper,SUB,—,,—,
UFC Fight Night: Hermansson vs. Vettori,2020-12-05,Marvin Vettori vs Jack Hermansson,Marvin Vettori,DEC,—,,—,
UFC Fight Night: Hermansson vs. Vettori,2020-12-05,Jamahal Hill vs Ovince Saint Preux,Jamahal Hill,KO/TKO,—,,—,
UFC Fight Night: Hermansson vs. Vettori,2020-12-05,Gabriel Benitez vs Justin Jaynes,Gabriel Benitez,KO/TKO,—,,—,
UFC Fight Night: Hermansson vs. Vettori,2020-12-05,Roman Dolidze vs John Allan,Roman Dolidze,DEC,—,,—,
UFC Fight Night: Hermansson vs. Vettori,2020-12-05,Jordan Leavitt vs Matt Wiman,Jordan Leavitt,KO/TKO,—,,—,
UFC Fight Night: Hermansson vs. Vettori,2020-12-05,Louis Smolka vs Jose Quinonez,Louis Smolka,KO/TKO,—,,—,
UFC Fight Night: Hermansson vs. Vettori,2020-12-05,Ilia Topuria vs Damon Jackson,Ilia Topuria,KO/TKO,—,,—,
UFC Fight Night: Hermansson vs. Vettori,2020-12-05,Jake Collier vs Gian Villante,Jake Collier,DEC,—,,—,
UFC Fight Night: Smith vs. Clark,2020-11-28,Anthony Smith vs Devin Clark,Anthony Smith,SUB,—,,—,
UFC Fight Night: Smith vs. Clark,2020-11-28,Miguel Baeza vs Takashi Sato,Miguel Baeza,SUB,—,,—,
UFC Fight Night: Smith vs. Clark,2020-11-28,Parker Porter vs Josh Parisian,Parker Porter,DEC,—,,—,
UFC Fight Night: Smith vs. Clark,2020-11-28,Bill Algeo vs Spike Carlyle,Bill Algeo,DEC,—,,—,
UFC Fight Night: Smith vs. Clark,2020-11-28,Norma Dumont vs Ashlee Evans-Smith,Norma Dumont,DEC,—,,—,
UFC Fight Night: Smith vs. Clark,2020-11-28,Jonathan Pearce vs Kai Kamaka III,Jonathan Pearce,KO/TKO,—,,—,
UFC Fight Night: Smith vs. Clark,2020-11-28,Anderson Dos Santos vs Martin Day,Anderson Dos Santos,SUB,—,,—,
UFC Fight Night: Smith vs. Clark,2020-11-28,Gina Mazany vs Rachael Ostovich,Gina Mazany,KO/TKO,—,,—,
UFC Fight Night: Smith vs. Clark,2020-11-28,Sumudaerji vs Malcolm Gordon,Sumudaerji,KO/TKO,—,,—,
UFC Fight Night: Smith vs. Clark,2020-11-28,Nate Maness vs Luke Sanders,Nate Maness,SUB,—,,—,
UFC 255: Figueiredo vs. Perez,2020-11-21,Deiveson Figueiredo vs Alex Perez,Deiveson Figueiredo,SUB,—,,—,
UFC 255: Figueiredo vs. Perez,2020-11-21,Valentina Shevchenko vs Jennifer Maia,Valentina Shevchenko,DEC,—,,—,
UFC 255: Figueiredo vs. Perez,2020-11-21,Tim Means vs Mike Perry,Tim Means,DEC,—,,—,
UFC 255: Figueiredo vs. Perez,2020-11-21,Katlyn Cerminara vs Cynthia Calvillo,Katlyn Cerminara,DEC,—,,—,
UFC 255: Figueiredo vs. Perez,2020-11-21,Paul Craig vs Mauricio Rua,Paul Craig,KO/TKO,—,,—,
UFC 255: Figueiredo vs. Perez,2020-11-21,Brandon Moreno vs Brandon Royval,Brandon Moreno,KO/TKO,—,,—,
UFC 255: Figueiredo vs. Perez,2020-11-21,Joaquin Buckley vs Jordan Wright,Joaquin Buckley,KO/TKO,—,,—,
UFC 255: Figueiredo vs. Perez,2020-11-21,Antonina Shevchenko vs Ariane da Silva,Antonina Shevchenko,KO/TKO,—,,—,
UFC 255: Figueiredo vs. Perez,2020-11-21,Nicolas Dalby vs Daniel Rodriguez,Nicolas Dalby,DEC,—,,—,
UFC 255: Figueiredo vs. Perez,2020-11-21,Alan Jouban vs Jared Gooden,Alan Jouban,DEC,—,,—,
UFC 255: Figueiredo vs. Perez,2020-11-21,Kyle Daukaus vs Dustin Stoltzfus,Kyle Daukaus,DEC,—,,—,
UFC 255: Figueiredo vs. Perez,2020-11-21,Sasha Palatnikov vs Louis Cosce,Sasha Palatnikov,KO/TKO,—,,—,
UFC Fight Night: Felder vs. Dos Anjos,2020-11-14,Rafael Dos Anjos vs Paul Felder,Rafael Dos Anjos,DEC,—,,—,
UFC Fight Night: Felder vs. Dos Anjos,2020-11-14,Khaos Williams vs Abdul Razak Alhassan,Khaos Williams,KO/TKO,—,,—,
UFC Fight Night: Felder vs. Dos Anjos,2020-11-14,Ashley Yoder vs Miranda Granger,Ashley Yoder,DEC,—,,—,
UFC Fight Night: Felder vs. Dos Anjos,2020-11-14,Sean Strickland vs Brendan Allen,Sean Strickland,KO/TKO,—,,—,
UFC Fight Night: Felder vs. Dos Anjos,2020-11-14,Cory McKenna vs Kay Hansen,Cory McKenna,DEC,—,,—,
UFC Fight Night: Felder vs. Dos Anjos,2020-11-14,Kanako Murata vs Randa Markos,Kanako Murata,DEC,—,,—,
UFC Fight Night: Felder vs. Dos Anjos,2020-11-14,Tony Gravely vs Geraldo de Freitas,Tony Gravely,DEC,—,,—,
UFC Fight Night: Felder vs. Dos Anjos,2020-11-14,Alex Morono vs Rhys McKee,Alex Morono,DEC,—,,—,
UFC Fight Night: Felder vs. Dos Anjos,2020-11-14,Don'Tale Mayes vs Roque Martinez,Don'Tale Mayes,DEC,—,,—,
UFC Fight Night: Santos vs. Teixeira,2020-11-07,Glover Teixeira vs Thiago Santos,Glover Teixeira,SUB,—,,—,
